revenue,vote_average,genre
169956806,5.4,Family
296655431,5.9,Comedy
1434436,7.3,Documentary
240093,6.4,Drama
2891288,5.5,Comedy
20458340,7,Comedy
408247917,6.4,Drama
119723358,5.3,Action
16856124,6.1,Drama
26199517,6.1,Crime
277448382,5.8,Action
19184015,5,Comedy
30000000,6,Adventure
7103973,4.4,Action
51842679,5.6,Adventure
21075,6.9,Drama
10113733,6.5,Drama
52223306,6.6,Horror
16930185,5,Comedy
19576023,5.5,Comedy
12398628,6.1,Action
41092328,6.8,Adventure
181096164,6.4,Action
2955917,4.9,Horror
250993,4.9,Adventure
62134225,5.9,Comedy
9000000,5.5,Drama
10626725,6,Drama
18902015,3.2,Horror
70569,7.5,Drama
22433915,5.7,Crime
34411240,5,Drama
2647055,7.2,Horror
75781642,6.2,Comedy
43928932,6.6,Action
4777465,6.5,Comedy
8041049,5.3,Drama
19740070,5,Comedy
22518097,5.6,Action
25000000,6.1,Horror
16453258,5.8,Comedy
15369573,4.8,Comedy
4916135,4.4,Action
23000000,7.2,Drama
19924033,4.3,Action
29882645,6.5,War
6916869,5.8,Action
215339,7,Drama
9304609,6.8,Comedy
274925095,8.3,Fantasy
180622424,6.1,Comedy
10011050,6.4,Romance
249204,6,Action
209196298,6.7,Crime
773228,7.2,Action
2415396,6.4,Drama
589244,7.4,Documentary
1132112,6.7,Drama
799674,5.2,Drama
17277,7.1,Action
299171,0,Drama
6488144,6.6,Action
605562,6,Thriller
27362712,7,Comedy
12000000,5.9,Crime
19158074,6.4,Drama
35564473,7.3,Documentary
2744253,6.8,Comedy
28023563,5.7,Adventure
17000000,6.9,Comedy
598645,4.8,Comedy
10719357,4.6,Drama
249348933,6.5,Horror
2062066,6.1,Drama
100477,5.9,Comedy
13308,6.1,Documentary
6723732,7.2,Mystery
15938065,4.2,Fantasy
237113184,6.5,Drama
64892670,4.7,Drama
3763988,7,Action
14155617,4.9,Comedy
22471595,5.2,Fantasy
40716963,6.8,Drama
10000000,7.3,Comedy
6892098,5,Action
12000000,7.3,Drama
9566593,5.8,Comedy
15578237,5.5,Comedy
216166,6.1,Horror
32492674,5,Romance
13277558,6.3,Horror
18000000,6.4,Action
11740000,7.1,Adventure
1400000,8.5,Adventure
566736,5.7,Drama
2154696,3.8,Comedy
2945600,3.7,Action
29916207,5.2,Comedy
9171289,6.3,Drama
1198346,6.1,Horror
26279000,6.3,Romance
68349884,5.3,Horror
64282312,6.1,Documentary
3090862,6.4,Action
23000,6.1,Action
56298474,7.3,Drama
1260761,6.3,Comedy
41744718,5.3,Adventure
21750000,6.9,Action
33561137,5.2,Action
172855065,5.5,Fantasy
109130,5.6,Crime
16838910,6.2,Thriller
215000000,6.8,Drama
29027914,6.9,Drama
876688482,7.4,Adventure
4245870,4.6,Comedy
1942423,6.6,Drama
2807854,5.2,Adventure
15073942,6.2,Action
100000,6.5,Thriller
10217873,5.7,Drama
14225876,6.5,Horror
35610100,6.1,Crime
439564,5.7,Adventure
36565280,3.8,Adventure
4300000,7.3,Action
2028612,6.9,Drama
431971116,5.8,Adventure
33526835,6,Comedy
27674124,6.5,Drama
51001550,7.5,Drama
23833131,5.3,Comedy
10959475,5,Action
30002758,5.9,Drama
109578115,7.2,Adventure
39103425,5.6,Action
8000000,7.4,Action
55003135,5.7,Comedy
18591272,6.4,Action
32801173,7.3,Comedy
5359645,6.9,Action
27453418,6.7,Action
8178569,5.5,Horror
88000,4.2,War
1736123,6.4,Action
69701637,5.9,Comedy
840000,4.9,Comedy
57588485,6.2,Drama
35081550,5.5,Comedy
154906693,5.6,Comedy
67312826,6.1,Science Fiction
105834556,6.7,Drama
926287400,8,Adventure
13060843,7.2,Crime
23367586,6.7,Drama
193772504,7.1,Drama
93354918,5.9,Comedy
12633747,6.8,Action
13273595,4.5,Drama
1501785,5.2,Action
2200000,6.1,Adventure
12500000,6.8,Drama
19000000,5.8,Drama
352114312,7.7,Drama
41323171,5.6,Comedy
306776732,6.9,Action
41597830,7,Drama
120072577,8.1,Drama
33013805,6.6,Comedy
604856,6,Comedy
101564935,5.3,Comedy
17432163,5.3,Comedy
50097949,5.5,Action
30641770,8.2,Drama
182857,7.5,Crime
11690,4,Comedy
17953778,6.2,Music
6166819,5.5,Comedy
153936,7.6,Action
8622757,6.7,Comedy
23510601,5,Action
90426405,5.9,Horror
101191884,6.2,Action
150277,6.3,Drama
6110000,6.5,Thriller
70687344,5.5,Science Fiction
6660333,5.8,Action
6455530,7,Fantasy
14000000,7.2,Drama
7241180,5.2,Comedy
5588800,5.6,Romance
30878,7.7,Documentary
8100000,5.7,Drama
20225989,5.8,Drama
16894678,5.2,Action
9056073,4.9,Comedy
177371441,6.3,Comedy
88323487,6,Action
179179718,5,Fantasy
135680000,5.6,Family
405331,8,Documentary
5126264,6.9,Drama
117270765,5.5,Family
7175592,6.1,Horror
9800000,6.1,Drama
37799643,7,Adventure
2000000,5.9,Comedy
6792000,7.6,Drama
1432687,6.1,Crime
9237470,6.5,Action
12923936,6.1,Drama
38955598,7.3,Drama
87055349,6.6,Comedy
56489558,5.8,Action
1221366,4.5,Fantasy
105656,6.4,Drama
132675402,5.4,Comedy
85632458,6.4,Action
76578641,6.2,Comedy
34234008,6,Drama
14483352,7.2,Drama
29888235,5.9,Comedy
10000000,6.7,Adventure
8690429,6.9,Horror
18686644,5.4,Horror
2080046,7.1,Drama
20000000,6.5,Comedy
8586376,4.7,Comedy
75715436,5.2,Drama
15614000,5,Comedy
36000000,6.4,Drama
5519569,6.1,Action
42792561,6.2,Action
74208267,5.5,Action
2816116,7.8,Drama
97000,6.7,Documentary
17808,8,Comedy
225358,5.3,Drama
44350926,5.8,Action
97837138,6.7,Thriller
209151,5.9,Crime
195745823,5.9,Comedy
17040871,7.1,Documentary
16829545,6,Horror
6126237,6.3,Comedy
18750246,6.6,Comedy
20217080,7.1,Documentary
3251794,7.2,Crime
12376563,7,Science Fiction
4352094,6,Fantasy
4720371,6.7,Action
12416686,6.2,Comedy
21049053,5.8,Adventure
12454768,5,Action
9563393,4.8,Comedy
20240128,6.2,Drama
90259536,7.1,Mystery
57862,5.7,Drama
55534455,5.8,Family
407711549,6.8,Adventure
464000,6.7,Drama
164433867,5.6,Comedy
156021,8.5,Drama
14202899,6.1,Drama
11750000,6.9,Western
738599701,6.7,Adventure
20298207,6.1,Action
3897799,7,Drama
20867919,5.7,Action
484572835,6.4,Fantasy
20440627,5.6,Action
940335536,7.6,Animation
176070171,6.6,Action
28650575,6,Horror
3117985,7.4,Documentary
236350661,6.2,Action
41400000,7.1,Drama
4303351,6.7,Action
61801971,5.4,Drama
23562716,6.2,Action
5050000,6.6,Western
4104962,7,Drama
6153939,7.4,Comedy
6263883,6.8,Crime
39842,7.4,Documentary
152961,7.8,Crime
750000,6.8,Action
11359129,5.3,Comedy
11511031,6.1,Mystery
39267515,4.1,Comedy
4922166,3,Comedy
51142659,5,Action
15368897,5,Comedy
544476,5.1,Horror
82719885,7.1,Horror
259175788,5.2,Action
764083,4.3,Drama
17530973,5.4,Drama
20000000,5.8,Comedy
8000000,6,Drama
6746000,6.9,Action
245360480,5.3,Drama
124914842,5.2,Comedy
26288320,6.6,Family
435000000,5.9,Action
22441323,6.5,Thriller
655011224,7.5,Adventure
179265204,5.7,Fantasy
273339556,6.3,Adventure
160583018,6,Adventure
56878,7,Foreign
5585154,4.9,Action
156505388,5.5,Action
148336445,6.8,Drama
197011982,4.7,Action
1628154,5.6,Comedy
146402,7,Drama
1250712,4.2,Action
4000000,7.6,Comedy
1500000,6.9,Adventure
14393902,6.4,Comedy
882290,5.9,Action
231449203,6,Comedy
7266209,3.5,Drama
20957001,7.4,Drama
110230332,6,Comedy
116643346,5.8,Action
12991996,4.8,Comedy
114908830,5.8,Horror
68296293,7,Western
42776760,6.6,Action
37095657,6.1,Comedy
6003587,7.1,Comedy
58795814,5,Action
23800000,7,Crime
12974636,5.5,Horror
17343596,6.2,Comedy
11000000,7.5,Horror
95242,6.9,War
2275557,5.7,Action
2437000,6.4,Drama
50000000,6.7,Music
6330000,6.4,Western
3661757,5.9,Horror
5000000,6.7,Adventure
74865517,5.4,Comedy
48572000,6.6,Action
10878107,6.9,Comedy
33833201,6.8,Comedy
57500000,6.4,Action
55240,8.1,Drama
2000000,6.5,Drama
48752,0,Documentary
528972,6.6,Drama
501533,6,Drama
1675706,3.3,Comedy
63102666,5.5,Horror
10550,0,Comedy
11560806,4.8,Drama
742898,5.9,Comedy
30553394,5.5,Horror
65565672,6.9,Comedy
98185582,6.2,Action
119723856,7.3,Drama
37641,7.8,Animation
8800000,6.1,Action
3826459,7.4,Action
30399676,7.1,Action
27540561,6.7,Action
22765081,6.1,Action
34000000,6.9,Horror
33208099,6.6,Comedy
14358033,5.7,Comedy
29174648,6.8,Drama
151203,5.4,Horror
10000000,5.3,Horror
458996,6.4,Comedy
21384035,4.9,Mystery
30238577,5.3,Comedy
95708457,6.6,Fantasy
19322135,5.9,Action
80916492,6.4,Adventure
58878723,6.4,Romance
3031801,5.6,Comedy
9726954,7.2,Drama
1477676,7.3,Adventure
2120439,7.1,Horror
8100000,7.2,Adventure
10000000,7.6,Drama
5000000,7.1,Comedy
70600000,7.6,Drama
8826094,6.8,Action
4398938,7,Comedy
147214049,5.6,Comedy
118243066,5,Family
6637565,5.9,Science Fiction
57504069,7.4,Crime
49114016,6,Drama
49042224,5.6,Action
21591728,5.6,Crime
21000000,7.4,Adventure
48143579,6.1,Mystery
174999005,6.1,Drama
4350774,6,Comedy
21633874,5.6,Action
38348988,5.1,Action
6700000,6.4,Comedy
3685862,6.6,Comedy
10400000,5.8,Crime
15014674,4.8,Comedy
221295,6.1,Crime
3721911,4.1,Comedy
6375979,5.5,Comedy
123572,5.8,Drama
124693,5.8,Drama
858250,4.8,Drama
123509,8.5,Drama
17000000,5.6,Horror
1345236,5.8,Drama
13007551,7.4,Crime
989000,5.2,Comedy
20246790,5.7,Drama
55495563,6.1,Thriller
131282949,6.8,Comedy
8679814,7.4,Drama
2466444,6.2,Crime
217201,7.7,Documentary
156822020,7.6,Thriller
13818181,2.8,Horror
119940815,5.8,Crime
180949000,7.7,Action
22278,5,Comedy
80154140,6.9,Drama
107071655,6.1,Horror
10000000,5.6,Drama
1569918,6.8,Drama
52277485,6.8,Drama
220673217,5.8,Comedy
10012022,7,Drama
616938,4.6,Comedy
316000,5.3,Drama
170215,7.9,Drama
320092,6.6,Comedy
2944752,6.6,Drama
424988211,6.4,Adventure
173398518,6.4,Comedy
585604,7.8,Romance
244931766,7,Comedy
89325780,6.2,Comedy
68514844,5.6,Animation
212011111,6.9,Adventure
7808524,8,Music
141591324,5.8,Horror
60427839,7.2,Drama
3432342,6.7,Comedy
76488889,6.4,Drama
182290266,5.1,Thriller
43935763,5.4,Action
7532911,6.7,Drama
48878502,6.2,Action
1422749,5.8,Action
28590665,5.4,Drama
47624253,6.3,Thriller
79567667,7,Thriller
10188,7.8,Drama
9000000,7.3,Adventure
16175602,6.4,Thriller
45858563,6,Adventure
40084041,7.6,Comedy
65595485,6.1,Action
15556340,4.5,Action
17218080,5.4,Action
24046533,7.1,Horror
201957688,5.8,Comedy
59509925,6.5,Action
36144000,7.1,Drama
7286388,6.6,Drama
15379253,6.1,Fantasy
21830957,6.2,Comedy
16057580,5.7,Action
44065653,5.6,Action
221303188,6.6,Drama
18532286,6.2,Drama
524668,6.3,Drama
24941969,5.5,Comedy
25000000,7.3,Drama
6933459,6.8,Comedy
35114428,6.3,Comedy
4651977,6.6,Drama
15645616,6,Thriller
110996879,6.2,Comedy
8089290,6.6,Action
1710057,7.2,Comedy
17307019,6.8,Action
5777916,5.8,Action
2003822,7.5,Drama
24517,7.6,Drama
14560247,7,Comedy
15360553,6.7,Adventure
63766510,6.2,Fantasy
18707466,6.5,Action
1276000,6.6,Drama
2600000,7.1,Comedy
13200000,7.1,Drama
3100000,7,Drama
11000000,6.4,Drama
9012000,7.3,Western
1103757,7.6,Adventure
12368234,7.2,Comedy
42300873,7,Action
2281000,6.1,Music
2850000,6.3,Comedy
27187653,6.8,Drama
177394432,7.3,Drama
1439000,6.6,Drama
22512655,6.8,Drama
3301446,7.7,Adventure
66673516,5.7,Action
31755742,5.6,Action
194720,6.7,Thriller
8556940,5.1,Comedy
4409328,5.5,Action
62646763,6,Romance
456758981,7.3,Drama
122919055,7.6,Adventure
266728738,6.3,Drama
33828318,5.1,Comedy
31466789,6.4,Drama
1118888979,8.1,Adventure
96542059,6.6,Comedy
16942795,7,Drama
60378584,7,Crime
190212113,6,Comedy
173013509,6.7,Drama
96269812,5.9,Action
121975011,6.9,Adventure
2281585,5.7,Drama
105090,6.1,Drama
171963386,5.8,Comedy
46546197,4.7,Action
26533200,6.2,Drama
1238080,3,Action
3283371,6.8,Action
20423389,6.2,Action
13290368,5.4,Romance
3650000,7.6,War
14110589,4.9,Animation
1044824,5.1,Drama
16318124,6.5,Action
96060858,7.3,Science Fiction
16980098,5.5,Comedy
13885802,7.6,Documentary
6808550,5,Comedy
819939,6.8,Drama
65070412,5.7,Comedy
16702864,5,Family
64445708,7,Drama
15121165,7.2,Drama
161410,5.3,Comedy
11800000,7.7,Comedy
4601043,6.6,Crime
400200,6.4,Drama
19265302,3.6,Action
196482882,6.6,Comedy
14000000,4.8,Comedy
11576431,7,Drama
72266306,7.1,Action
1213880,7.4,Action
25205460,6,Mystery
238227,5,Action
16209459,5.5,Action
6614280,4.5,Romance
29331068,5.1,Comedy
20796847,6.5,Comedy
611899420,6.9,Drama
5001655,5.1,Comedy
27685016,6,Drama
25195000,5.3,Action
79384880,7.4,Comedy
108103450,6.5,Western
170268750,5.6,Comedy
28818995,5.2,Comedy
30411183,6.3,Comedy
92913171,6.4,Thriller
8112712,6.3,Mystery
7411659,5.3,Comedy
11081586,5.5,Comedy
102356381,6.8,Fantasy
72258126,7.9,Science Fiction
65470529,6,Action
4856298,6.4,Romance
36098382,5.8,Comedy
5923000,5.7,Action
181466833,5.4,Mystery
16680836,7.6,Crime
6585516,6.1,Action
99318987,6.5,Fantasy
103951461,5.7,Animation
57223890,6,Adventure
343816,6.5,Crime
31179516,4.8,Comedy
25819961,5.8,Western
27388767,5.9,Family
26155781,5.5,Comedy
122700000,7.5,Drama
55000000,7.4,Horror
12000000,6.2,Western
1878561,3.8,Drama
29950000,6.4,Action
6486797,6,Action
10609321,7.4,Comedy
11341016,6.4,Music
152159461,7.7,Action
54700105,6.1,Action
2500000,5.9,Drama
96455697,6.3,Comedy
130293714,7.3,Action
30114487,4.7,Drama
30016165,5.6,Action
129042871,6.9,Comedy
293793,6.5,Drama
300257475,6,Horror
62852,7.3,Drama
497409852,6.9,Adventure
7897645,6.9,Comedy
304852,7,Drama
6416302,5.4,Action
12303411,6.7,Drama
90000000,7.3,Action
11567449,6.3,Romance
111584787,6.5,Action
187500000,6.2,Adventure
160000000,5.8,Adventure
39481,7.9,Crime
17487531,6.2,Drama
2400000,6.7,Drama
8801940,6.4,Crime
8022000,6.2,Western
2500000,7.5,Drama
311245,4.8,Comedy
124994,6.8,Drama
14715067,6.3,Drama
37170057,5.9,Drama
2280148,7,Comedy
51718367,7,Thriller
21300000,7.3,Drama
17768900,5.2,Action
4000000,6.9,Thriller
18300000,5.7,Action
49000000,4.6,Action
9532895,6.4,Comedy
570000,5.1,Comedy
9873044,6.2,Adventure
18994653,5.9,Action
2013193,6.2,Animation
27734391,6.5,Crime
22490039,7.4,Action
3052000,7.1,History
34505110,7.1,History
3956913,7.1,Adventure
11000000,7.2,Western
5000000,6.9,Action
191125,6.2,Drama
11798616,7.4,Comedy
12000000,6.9,Drama
8862354,6.4,Action
447741,5.7,Drama
50750000,7,Drama
8708932,7.7,Drama
10600497,7.2,Comedy
1261000,6.5,Horror
1614266,5.6,Comedy
107352,4.5,Horror
8000000,6,Action
1250000,6.1,Drama
6502364,7.6,Drama
58831997,7,Action
918239,6.1,Comedy
3000000,7.2,Drama
13839404,6.5,War
12000000,6.3,Action
144008,5.2,Drama
18634643,5.6,Drama
3788000,7,Crime
6698361,5.3,Action
5738952,6.9,Drama
814666,6.6,Drama
19516000,7.9,Comedy
65088797,6.3,Comedy
40000000,6.6,Comedy
1345903,5.8,Drama
5835247,6.7,Horror
2610000,6.8,Drama
78000000,6.1,Action
68392977,6.6,Drama
7500000,7,Action
21750000,7.2,Drama
43000000,7.3,Crime
919838758,6.7,Adventure
544272402,6.2,Action
49718611,5.9,Drama
14822346,4.7,Romance
365248,6.7,Drama
1062253,6.3,Drama
789804554,7.7,Adventure
21148829,6.3,Mystery
115772733,6.3,Action
200804534,5.2,Animation
102000000,5.4,Action
46118097,6.7,Comedy
14683921,6.3,Drama
38120905,6.6,Drama
3418141,5.5,Action
4371000,6.2,Drama
20419446,5.1,Fantasy
126247,4.1,Comedy
14000000,6,Drama
2200000,5.9,Drama
485772,5,Comedy
7800000,6.2,Action
28575078,6.6,Documentary
36000000,5.3,Action
15260000,7,Drama
5844868,6.9,Action
11000000,6.9,Music
72178895,5.7,Action
490964,5.3,Drama
167722310,6.2,Comedy
219417255,7.1,Comedy
113086475,6.3,Comedy
115603229,7.7,Romance
62172050,6.9,Adventure
30000000,6.2,Comedy
305070,6.2,Adventure
20146880,7,Action
49579269,6.4,Action
268254,6.5,Action
65497208,5.5,Action
26713187,6.7,Comedy
40050884,6.4,Comedy
389503,6.1,Action
5000000,6.7,Drama
28733290,6.5,Adventure
14134877,5.8,Action
783766341,6.7,Action
15992615,7.6,Drama
12520799,5.6,Drama
203567857,6.1,Adventure
90574188,6.7,Comedy
70067909,6.1,Comedy
347234916,6.7,Action
5438927,6.7,Thriller
50000000,6.6,History
288500217,7.2,Action
82102379,4.2,Action
1548955,6.8,Romance
24854765,5.8,Comedy
2620000,5.4,Western
1244381,5.9,Romance
3569939,5.8,Fantasy
11000863,5.5,Comedy
23646952,5.7,Fantasy
100655,7.5,Comedy
112132,5.1,Action
96105964,6.2,Drama
28283637,4.2,Action
256697520,6.2,Drama
26781723,7.1,Comedy
217764291,7,Drama
22034832,5.2,Comedy
256249,5.9,Comedy
23936908,6.6,Comedy
95149435,6,Comedy
171183863,5.6,Adventure
29170410,5.4,Adventure
2037545,5.8,Drama
69631118,5.3,Action
78000586,4.7,Horror
1600000,6.1,Comedy
6347072,4.5,Action
70992898,4.9,Adventure
13000000,5.5,Crime
16123851,5.5,Drama
16605763,5.8,Action
13001257,6.7,Drama
1221832,4.3,Comedy
371396,5.8,Action
10090429,5.7,Comedy
3109904,6.1,Horror
9109322,1.9,Comedy
56422687,6.1,Action
129394835,6.1,Horror
21800302,5,Comedy
57958696,5.7,Mystery
41512007,6,Comedy
117575636,5.5,Crime
1914166,5.4,Comedy
16756372,7.2,Drama
30039392,7.5,Horror
27634716,6.9,Drama
42400000,7,Drama
4000000,4.8,Drama
11000000,5.7,Adventure
14717854,5.5,Drama
7191399,6.1,Action
367275019,5.8,Animation
74541707,6.2,Drama
14867514,6,Music
36609966,4.8,Thriller
424760,6.9,Science Fiction
776691,7,Comedy
170128460,5.9,Drama
50907422,6.6,Music
1500000,5.7,Action
14812000,5.6,Family
61255921,7,Drama
1162014,7.5,Documentary
548039,5.9,Drama
14793624,5.1,Comedy
183474602,5.8,Horror
13395939,5.5,Comedy
109502303,6.9,Comedy
8203235,7.3,Thriller
143597,5.9,Drama
103911669,7.2,Horror
124731534,7.2,Drama
631442092,7.4,Action
305875730,6.4,Adventure
24829644,4.9,Drama
61347797,6,Action
40203020,6.1,Comedy
116766556,7.2,Drama
29385320,7.5,Drama
347451894,6.4,Adventure
40266982,7.1,Crime
140161792,6.7,Animation
167298192,5.6,War
115505027,6.7,Drama
92863945,7.1,Adventure
362744280,6.4,Thriller
128905366,5.7,Science Fiction
10000000,6.1,Comedy
7100000,6.7,Comedy
174318,5.6,Drama
7840873,6.2,Family
19724334,6.5,Drama
2586511,7.7,Documentary
137365,4.8,Drama
22000000,7,Drama
600000,7.5,Action
2200000,5.2,Comedy
950000,6.5,Drama
9172000,6.5,Adventure
5363000,6,Drama
2841000,6.1,Action
3000000,6.8,Western
2956000,6.6,Music
8000000,7.3,Action
12800000,7.4,Drama
8000000,6.7,Comedy
13680000,6.5,Adventure
921548,7.8,Drama
364937,6.1,Horror
14873,6.2,War
6800000,7.2,Action
39388,7.8,Drama
44566,7.3,Mystery
3200000,7.1,Action
6000000,6.6,Western
1000000,7.1,Drama
15200000,4.7,Action
30000,7.8,Documentary
2000000,6.8,Crime
12484444,6.6,Action
20642922,6,Action
51079064,6.8,Comedy
31063038,6.5,Comedy
12000000,7.5,Action
38200000,6.7,Action
43885000,5.8,Romance
955401,5.7,Romance
9190819,6.7,Crime
42313354,5.9,Science Fiction
694497,5.5,Comedy
2494480,6.8,Action
6472990,6.1,Drama
1362303,5.2,Horror
13030214,7,Comedy
29450919,6.2,Drama
4300000,5.7,Comedy
12384120,5,Comedy
6045657,5.8,Drama
706685,7.4,Drama
660537,5.2,Comedy
502758,7.7,Drama
42160849,6.2,Drama
12308521,4.3,Comedy
300653,7.2,Drama
1579260,5.1,Science Fiction
4469460,7.3,Action
14182492,6.6,Horror
354704,6.7,Crime
18172849,7.6,Animation
8266343,6.4,Comedy
2346150,5.9,Action
205068,5.7,Comedy
24707633,4.5,Comedy
47410000,5.6,Action
9243140,5.5,Drama
24078196,5.9,Action
295444,6.4,Comedy
141864,7.3,Crime
259012,6.6,Drama
4603929,6.4,Comedy
15429177,5.6,Mystery
3752426,4.6,Fantasy
39673161,5.9,Action
1750301,6.5,Drama
3547684,5,Drama
4836637,6.5,Action
6742168,5.9,Drama
21621000,6.2,Drama
1666511,7.5,Drama
2967668,6.4,Adventure
6739141,5.7,Action
1528163,5,Adventure
1884814,5.6,Romance
3200000,4.6,Comedy
1907743,7.4,Action
30626182,5.2,Comedy
116806,5.9,Documentary
1531251,4.4,Action
229000,6.9,Documentary
13000000,6.7,Drama
39481,7.9,Crime
20000000,8.1,Animation
15306000,7.5,Drama
60726164,6.1,Action
100202,5.1,Animation
19271312,6.9,Fantasy
25461,7.4,Drama
111127553,7.2,Family
13102295,4.5,Horror
3849941,5.9,Action
17350,4.3,Comedy
4099000,7.1,Drama
102471,6.6,Drama
1954937,7.3,Action
5989640,4.8,Thriller
209073645,6.7,Adventure
11030861,7.3,Drama
9789651,7.3,Animation
13200241,7.3,Comedy
522911,7.2,Adventure
163536,7.1,Romance
7338987,7.5,Action
15530077,7,Drama
460978,6.3,Action
14980005,8,Drama
21126225,6.8,Drama
6584159,6.3,Comedy
38535221,7.2,Drama
55041367,5.8,Comedy
162944923,6.2,Crime
54667954,5.3,Drama
11850214,7,Drama
21009180,5.7,Action
603943,6.9,Crime
161451538,5.5,Drama
4069090,8.2,Drama
4500000,7.6,Documentary
1600000,6,Action
365134,5.1,Comedy
3515061,6.7,Documentary
127067,7.2,Documentary
3166000,7.6,Documentary
159429,4.2,Drama
10000000,5.8,Documentary
7659918,6.8,Animation
1530216,5.7,Drama
5331377,7.2,Comedy
216763646,7.7,Drama
38000000,7.5,Drama
474968763,6.7,Adventure
34808403,7.1,Adventure
102000000,7,Drama
154648887,7,Music
4678405,6.9,Drama
516642939,6.1,Comedy
3537961,6.4,Drama
1841260,6.8,Drama
91196419,5.6,Drama
6321392,6,Comedy
2044892,6.3,Action
8000000,6.1,Action
1373728,5.7,Comedy
31651,6.1,Action
16361885,7.1,Action
2270658,5.9,Drama
9000000,6.4,Animation
1314230,7.5,Adventure
1461989,6.8,Animation
56681566,4.9,Action
93772522,5.1,Comedy
76669806,7.3,Drama
1819410,6.6,Comedy
161000000,5.7,Drama
869325,4.6,Action
214605,5.9,Drama
8009329,5.6,Comedy
92180910,7.7,Drama
35294470,6,Thriller
97918663,5.2,Adventure
10442808,3.1,Action
122644820,6.1,Horror
67192859,4.6,Thriller
47175038,6.2,Comedy
2341309,3.9,Action
5935269,4,Family
184890,5,Drama
346297,6.1,Thriller
86175,4.9,Drama
234710455,8.2,Fantasy
368100420,6.3,Comedy
653621,6.8,History
230884728,6.6,Drama
32645546,6.1,Comedy
4100000,6.3,Drama
32000000,6.3,Fantasy
11500000,6.1,Drama
100914445,7.2,Action
4662137,5.6,Action
8403433,5.1,Comedy
19294901,5.1,Horror
113006880,5.8,Action
95226116,5.4,Comedy
77944725,6.2,Mystery
260696994,6,Animation
212483,0,Drama
48000,5.6,Comedy
6582052,6.2,Animation
299261,7,Crime
11000000,5.8,War
263404,7.6,Drama
27645491,5.9,Drama
20085825,6.3,Comedy
68915888,5.5,Comedy
7185518,5.5,Action
6804016,5,Drama
7788597,5.6,Adventure
13145977,5.9,Comedy
257043,6.4,Drama
712294,6.5,Drama
158733820,7.2,Action
36351350,5.4,Comedy
119269486,5.7,Action
50451307,5.9,Comedy
21435321,4.9,Comedy
527000,3.1,Comedy
1718328,7.5,Drama
34562222,5.8,Drama
2000000,5.5,Romance
104478416,6.6,Adventure
14200000,6.2,Action
108047131,6,Horror
3764219,7.3,Drama
9346177,6,Western
1691706,5.5,Action
38585,5.5,Documentary
402805,0,Comedy
42886719,6.5,Comedy
71073932,4.7,Action
211643158,6.6,Drama
68766121,5.5,Horror
98410061,7.2,Drama
1524966,7.4,Drama
8692426,6.2,Comedy
5273000,7,Music
50871113,6.6,Action
850000000,7.1,Science Fiction
56070433,5.6,Romance
154749918,5.6,Romance
1574623,5.1,Drama
532680671,6.6,Family
2850263,6.1,Action
251495,4.8,Horror
190320568,6.2,Comedy
11838218,5.8,Action
108539911,7.3,Romance
39053061,6.3,Drama
13411957,7,Drama
478207520,6.5,Action
69425966,4.4,Adventure
20377075,6.5,Drama
120620,7.1,Drama
837000,7.6,Drama
30000000,7,Drama
374218673,7.5,Action
66002004,5.1,Comedy
46770602,6,Horror
131426169,4.8,Comedy
3360000,6.8,Drama
24000000,6.1,Drama
591739379,6.2,Adventure
127392239,6.9,Documentary
16809014,5.2,Comedy
25473093,5.3,Drama
330579719,5.5,Action
1750211,6.9,Documentary
285176741,6.4,Comedy
23727301,6.8,Comedy
23563727,6.9,Drama
5728953,5.6,Horror
76901,6.3,Drama
162949164,6.5,Action
34252847,5.7,Comedy
1928985,5.3,Drama
86369815,5.8,Adventure
76932943,4.9,Action
58405313,5.8,Romance
38869464,7.4,Science Fiction
45742101,6.8,Comedy
176153,5.7,Drama
143000,4,Action
110803676,5.1,Action
22400154,4.6,Comedy
91974818,6.4,Drama
92374674,6.7,Action
10166502,6.8,Action
331816,5.5,Comedy
27843,5.6,Romance
733094,7.7,Drama
109449237,6.2,Comedy
57891803,6.2,Horror
100000000,9.1,Comedy
36000000,7,Mystery
1644060,5.9,Family
3102550,5.4,Action
19478106,5.2,Animation
105316267,5.6,Adventure
15007991,5.2,Action
1046166,4.5,Comedy
82466670,6.9,Drama
85167639,6.2,Action
102854431,6.5,Comedy
7535331,6.2,Drama
24127895,7,Crime
10047674,5.6,Horror
2697930,7.4,Comedy
1919197,6.2,Comedy
3020784,6.8,Drama
13168027,5.8,Action
55987321,5,Adventure
22944502,6,Action
18637690,6.2,Comedy
52304001,5.4,Action
18618284,6.7,Drama
12382362,5.4,Action
144216468,6.3,Crime
223387299,6.1,Thriller
117195061,7.2,Romance
3154346,7.1,Crime
60740827,6.9,Drama
42093706,6.7,Crime
15431177,6.9,Drama
49084830,6.9,Crime
44434439,5.8,Action
866999,6.6,Fantasy
192452832,6.8,Adventure
15785148,7.2,Action
92076,6.1,Action
27610873,6.6,Drama
3500000,5.9,Romance
83073883,6,Comedy
10000000,6.5,Action
11098131,6.9,Comedy
30526509,5.9,Comedy
178043761,7.5,Drama
52034889,6.1,Comedy
25224242,6.9,Drama
54600000,6.8,Drama
5048693,7.1,Action
46201432,3.8,Horror
11588205,5.7,Comedy
