revenue,vote_average,genre
9700000,6.1,Action
12348905,6.3,Action
79666653,5.6,Action
13015688,4.7,Action
176885658,6.4,Comedy
15156200,6.1,Action
75902208,6.6,Drama
3897569,7.5,Comedy
28121100,6,Drama
17762705,5.1,Horror
8038508,7,Drama
3335984,5.4,Comedy
36450736,3.3,Science Fiction
93888180,5.1,Romance
12000000,5,Animation
21300000,7.3,Drama
13260050,4.1,Action
463517383,7.9,Action
53478166,7.3,Comedy
29000000,5.1,Comedy
48482,7.2,Crime
28451622,7,Crime
84565230,5.8,Romance
8359717,6.2,Comedy
10920544,6.2,Comedy
6033999,6.3,Comedy
73345029,6.4,Comedy
94633,5.5,Comedy
13936,4.5,Drama
368234,7.4,Drama
299200,7.3,Crime
2856712,6.7,Action
212404396,6,Romance
4152230,6.1,Thriller
5638000,7.4,Crime
14418922,6.1,Comedy
4122748,6.1,Comedy
103738726,5.9,Adventure
415885488,6.6,Adventure
861789,7.4,Drama
9016377,4.5,Comedy
870751,5.7,Comedy
924317558,6.4,Adventure
300218018,6.9,Action
190458706,6.5,Action
75850624,5.3,Comedy
19300000,4.1,Action
1012189,7.2,Horror
12000000,7.3,Drama
112892319,7.4,Comedy
2091037,6,Comedy
2000000,6.8,Horror
363889678,7,Romance
18564088,6.8,Thriller
258464,5.1,Comedy
1997807,7,Adventure
310940086,6.1,Adventure
9495408,7.2,Drama
448000000,7.1,Adventure
149705852,6.1,Crime
18535191,6.3,Drama
7267585,7.2,Action
234801895,6.2,Comedy
78599508,7.7,Comedy
408339,4.7,Drama
53208180,6.2,Comedy
222104681,5.1,Action
235483004,6.4,Comedy
16290976,5.8,Fantasy
248000000,6.3,Horror
162091208,7.1,Mystery
56870414,5.5,Horror
25059640,7.1,Comedy
295212467,7.3,Comedy
215394738,6.3,Comedy
10571408,6.5,Comedy
91188905,5.2,Horror
2049595,6.7,Comedy
73648228,5.6,Action
29762011,5.7,Adventure
309457509,5.8,Comedy
60000000,7.3,Action
9250000,7.3,Drama
20000000,7.7,Drama
1883811,6,Romance
14302779,6.3,Adventure
79817939,5.6,Action
22905522,6,Drama
146292009,7.7,Drama
12303904,5.7,Action
1301121,2,Drama
17218023,7.1,Adventure
38748395,6.7,Horror
25147055,5.9,Crime
9518342,5.8,Comedy
2750741,4.6,Horror
5000000,7.1,Drama
27500000,5.7,Comedy
23159305,7.6,Adventure
672806292,7.7,Mystery
124305181,6.7,Drama
13000000,6.2,Drama
4217115,6.7,Comedy
378667,5.8,Drama
1499275,6.3,Comedy
2000000,6.9,Fantasy
8033397,5.4,Comedy
26518355,6.1,Action
20471382,5.5,Drama
83453539,7.1,Comedy
27150534,6,Comedy
26570463,5.3,Horror
49364621,6,Adventure
61399552,7.1,Comedy
151668774,6.9,Fantasy
195268056,6.3,Drama
19294144,7.4,Comedy
8946237,5.3,Comedy
10667893,4.2,Action
14011454,6.3,Drama
360895,4.9,Documentary
27476252,7.2,Action
61698899,6.4,Adventure
19598588,5.5,Drama
458557,5.9,Drama
11263966,5.3,Action
7292175,5.6,Romance
50041732,6,Horror
21133087,6.5,Horror
370668,6.4,Drama
21821347,6.2,Drama
6670680,5.4,Science Fiction
356296601,7.9,Drama
4978922,8.7,Documentary
117758500,6.1,Action
23438120,5.3,Drama
12299668,7.3,Comedy
45703,5.5,Comedy
14363400,7.5,Drama
24922237,6.9,Horror
2983784,6.4,Comedy
46122355,7.2,Drama
34967437,7.1,Fantasy
140081992,6,Drama
11373501,6.1,Animation
34251525,6.5,Drama
177841558,6.2,Crime
614202,5.9,Drama
22593409,5.8,Drama
8888143,6,Drama
108000000,6.6,Action
1943649,5.5,Comedy
10611160,5.4,Mystery
5344577,6.2,Thriller
11988469,6.5,Horror
34725000,6,Horror
14481606,5.4,Horror
74608570,5.3,Drama
11540607,7.2,Crime
3193102,6.6,Action
63541777,6.4,Comedy
261317921,7.1,Action
24058838,7.1,Drama
70136369,7.5,Comedy
1317657,6.8,War
15700000,7.4,Western
6800000,6.7,Western
40382659,7.1,Drama
8500000,6.7,Crime
36800000,6.3,Music
92921203,6.1,Drama
45300000,7.5,Action
124881062,7.2,Adventure
78898765,6.9,Action
59600000,6.9,Adventure
58853106,5.8,Romance
14500000,7.6,Western
222559,6.8,Drama
358991681,6.3,Comedy
10278549,5.8,Crime
966878,8,Drama
10508,0,Drama
100853753,8.3,Drama
58900031,5.9,Comedy
2400000,4.4,Horror
42365581,6.6,Family
37823676,7.3,Drama
18254702,7.4,Comedy
34573780,6.8,Drama
239894,4.7,Drama
17037887,5.3,Drama
53000000,7.1,Action
45681173,5.6,Action
329803958,7.2,Fantasy
195312802,6.3,Adventure
156167015,5.9,Adventure
161777836,6.4,Adventure
141195658,6.5,Adventure
40846082,5.5,Horror
14859394,6.3,Drama
22863596,7.3,Fantasy
33031,0,Romance
159375308,8.2,Adventure
36911617,4.5,Comedy
151493655,6.5,Drama
60289912,7.3,Drama
266665,7.2,Drama
21028755,6.7,Horror
14000000,5.9,Horror
2023414,7,Science Fiction
4729352,7,Crime
40903593,7.2,Crime
1027757,8,Drama
19905359,6.4,Action
1382462,4.5,Comedy
38119483,6.7,Comedy
32056467,7,Animation
55260558,7.2,Adventure
31559552,7.5,Adventure
90400000,7.1,Comedy
38016380,6.7,Thriller
2297493,4.9,Comedy
18653615,5.9,Drama
30652890,6.8,Fantasy
66976317,6.2,Adventure
163644662,6.7,Animation
50100000,7.3,Action
29548291,6.9,History
7179298,7.6,Comedy
53977250,7.4,Drama
13994920,7.3,Drama
80640528,6.7,Comedy
206071502,6.9,Drama
361832400,6,Adventure
67872296,7.4,Comedy
60328000,6.7,Fantasy
361712,8,Drama
1680358,7.2,Drama
47951979,7,Drama
43440294,7,Drama
320145693,6.6,Romance
5820015,5.7,Drama
38413606,7.2,Adventure
52096475,7.6,Drama
152368585,6.4,Action
41895491,7.2,Comedy
11500000,6.5,Drama
442000,5.8,Drama
211989043,5.5,Action
497366869,7.3,Animation
4488529,5.9,Comedy
635096,6.6,Drama
1281176,6.2,Comedy
46434570,5.7,Comedy
10827816,6.6,Drama
15691192,5.3,Comedy
7467504,5.9,Drama
10000000,6.2,Crime
65535067,5.4,Comedy
284600000,8.2,Fantasy
88545092,6.9,Drama
29133000,7.6,Drama
93700000,6.9,Comedy
300135367,5.8,Animation
90874570,7,Animation
48451803,7.5,Drama
206128,5.8,Drama
929606,5.3,Comedy
28623900,6.7,Drama
100230832,6.8,Drama
47434430,6.9,Comedy
90683916,6.9,Comedy
128798265,7.1,Thriller
59827328,6.5,Comedy
73956241,7.2,Drama
8434146,5.7,Comedy
507941,6.3,Documentary
14828081,4.9,Horror
140021,8.1,Drama
45000000,7.1,Drama
20324096,5.7,Action
53267000,7.8,Crime
7825000,6.6,Crime
27092880,7,Comedy
6908797,6.4,Drama
5617391,7.4,Action
1400000,6.1,Drama
609524,6.4,Drama
29381956,6,Crime
6659377,6.1,Comedy
3003296,4.6,Drama
40693477,5.6,Comedy
102000000,7.3,Comedy
48169908,7.3,Drama
231605150,6.5,Music
57319029,5.9,Music
88036683,6.5,Thriller
36733909,6.7,Action
134095253,7.3,Drama
121697323,6.5,Music
47965000,5.8,Music
107458785,6.8,Comedy
178051587,6.4,Drama
411006740,6.2,Thriller
149022650,6.3,Fantasy
137783840,6.3,Adventure
25966555,7,Drama
18472850,6.6,Comedy
4160851,7.3,Drama
90753806,6.2,Comedy
16624456,5.3,Action
2040920,6.6,Action
70611210,4.6,Action
128000000,6,Adventure
25105517,6.6,Comedy
5471088,7.1,Drama
2019469,6.9,Crime
161834276,5.7,Horror
48017402,6,Thriller
30471,7.2,Action
1631839,5.4,Action
144056873,6.3,Drama
45554533,6.3,Animation
1160268,4.5,Drama
28780255,6.5,Crime
36037909,5,Comedy
53187659,6.7,Thriller
106371651,6.3,Comedy
6521083,7.2,Drama
19181,8.2,Comedy
2500000,8,Comedy
32168970,5.3,Thriller
9000000,5.9,Action
15427192,5.4,Comedy
24362772,4.3,Comedy
500000,7.8,Documentary
22587000,5.8,Comedy
770132,8.3,Documentary
1400000,6.9,Drama
4000000,5.3,Horror
60874615,5.7,Science Fiction
58401898,6.3,Horror
20000000,7.4,Drama
28607524,7.1,Drama
50888000,6.6,Comedy
46665856,7.6,Crime
140000000,6.9,Comedy
205405498,7.5,Drama
49998613,5.6,Comedy
7305209,5.2,Comedy
39321715,5.6,Comedy
5669831,5.5,Action
76657000,7,Adventure
9317021,5.8,Animation
4905000,6.2,Drama
256271286,7.1,Drama
53302314,6.4,Horror
138241022,6.9,Adventure
45361000,7.2,Drama
33300000,7.1,Crime
141000000,7,Comedy
37295445,7.6,Drama
16153593,6.3,Drama
32482682,6,Drama
3110000,6.2,Action
22000000,7,Action
45000000,6.1,Action
16945171,6.1,Action
1702394,5,Action
2500000,8,Drama
1193062,4.7,Drama
202000000,6.5,Science Fiction
78000000,5.8,Science Fiction
42000000,5.1,Action
38376497,6.4,Action
4865912,6.9,Action
11806119,6.6,Action
20000000,5.7,Drama
123922370,7.1,Comedy
56666667,7.6,Comedy
91036760,6,Action
9902115,5.1,Drama
327418,6.5,Drama
8500000,8.1,Drama
16589540,6.6,Fantasy
10000000,7.4,Action
7600000,7.6,Drama
303788635,7.2,Science Fiction
25965144,7.3,Drama
54215416,6.8,Drama
18432000,6.8,Adventure
8200000,6.4,Comedy
47126295,7,Comedy
76432727,7,Adventure
35007180,5.7,Crime
6000000,7.2,Western
300854823,6.7,Adventure
14250000,7.3,Western
157645,6.8,Action
35000000,7.6,Drama
61276872,7.6,Drama
13300000,5.2,Drama
30867525,5.7,Comedy
27484464,6.2,Drama
23689877,7.8,Drama
35509515,6.9,Action
26079312,6.2,Comedy
44527234,7.5,Comedy
31800000,7.4,Drama
5241315,4.6,Drama
68106245,7,Crime
12372410,4.7,Action
36609995,6.1,Romance
71000000,6,Action
369975,5.9,Comedy
7230000,6.4,Action
95461682,6.5,Comedy
38435947,5.8,Comedy
126297830,6.4,Comedy
98235548,7.3,Science Fiction
74787599,5.9,Drama
34266564,7.3,Thriller
37036004,5.9,Comedy
28200000,6.5,Comedy
40717,0,Action
5979292,6.4,Horror
21709020,7.2,Thriller
39846344,6.7,Comedy
5108820,5.6,Drama
27728118,7.5,Action
127666415,6.1,Action
10409377,7.1,Drama
11390479,5.8,Crime
59468275,4.4,Science Fiction
33771174,6.9,Comedy
3728888,6.8,Comedy
1753979,3.9,Horror
1547397,5,Drama
457640427,7.9,Action
4000000,6.8,Comedy
19910002,5.6,Action
4000000,5.7,Drama
64783827,6.5,Comedy
21400000,3,Action
17200925,6.8,Drama
1568749,6,Drama
40940662,6.6,Adventure
3000000,5.8,Drama
354248063,6.2,Animation
119754278,5.9,Comedy
10000000,6.4,Comedy
458815,3.4,Drama
546388105,5.9,Adventure
56932305,6.2,Adventure
2500000,7.7,Adventure
81974493,6.5,Adventure
185438673,6.6,Adventure
210308099,5.9,Action
97572000,6.4,Adventure
173959438,5.6,Crime
22743674,5.9,Thriller
28900000,7.3,Action
38901218,7.3,Drama
10736401,6,Comedy
119500000,7.2,Western
7000000,7.5,Drama
15000000,7.8,Western
39768000,7.1,Action
26657534,6.5,Romance
61489265,6.3,Drama
125728258,6.1,Comedy
33759266,5.2,Comedy
20518905,5,Comedy
57120318,6,Science Fiction
38122105,6.4,Action
28744356,6.6,Action
32155047,5.9,Crime
100000000,6.6,Adventure
24600832,7.3,Adventure
36230219,5.9,Action
17185632,7,Horror
6735922,5.8,Drama
17080167,5.9,Fantasy
30524763,4.8,Fantasy
20256975,4.9,Action
36489888,6,Comedy
237202299,6.1,Action
299792,5.4,Comedy
20710451,6.7,Drama
6000000,7.2,Animation
1543112,6.7,Crime
12121618,6.5,Adventure
4420000,7.5,Crime
24000000,6.2,Horror
29800000,7.5,Crime
1300000,7.9,Drama
12800000,6.4,Crime
11000000,7.1,Action
45100,7.6,Drama
20627372,5.4,Comedy
107196498,5.5,Action
36754634,6.3,Animation
6000000,7.2,Drama
224834564,6.5,Animation
149270999,6.1,Comedy
215294342,6.8,Drama
35134820,3.9,Action
325756637,6.2,Drama
1919653,5,Drama
20603715,6.4,Crime
1293976,6.4,Drama
22812411,5.2,Action
10755447,5,Action
6193901,4.8,Action
21700000,6.6,Action
12145169,6,Adventure
11000000,6.4,Action
26386000,6.1,Comedy
1458000,5.4,Adventure
10000000,6.1,Action
69700000,6,Fantasy
278019771,6,Comedy
2600000,6.5,Comedy
80035402,6.4,Drama
20400000,6.2,Western
296339527,6.8,Adventure
5217498,4.7,Thriller
155464351,6.3,Drama
133949270,6.4,Adventure
16000000,6.3,Action
63710000,6.7,Comedy
18016290,6.6,Comedy
20173742,7.5,History
123307945,4.7,Fantasy
113916474,5.8,Comedy
190213455,5.6,Action
128884132,6.3,Action
26330482,6.3,Crime
13609396,5.5,Drama
5200000,7.2,Adventure
7282851,6.3,Action
4385516,5.9,Fantasy
33461269,5.3,Action
95904091,7.1,Comedy
3180674,5.2,Drama
11532,0,Drama
151559,5.4,Comedy
104155843,6,Horror
10037390,5.9,Adventure
78756177,7.1,Comedy
86930411,6.6,Comedy
20000000,7.3,Drama
20666667,6.5,Comedy
14296438,4.7,Adventure
30199105,5.6,Crime
90449929,5.8,Comedy
15843608,4.4,Action
19125401,6.4,Action
47383689,7.4,Drama
26394,6.1,Drama
170832,5,Drama
260562,6.4,Mystery
38574362,4.4,Horror
40031879,7.7,Drama
1744858,6.3,Comedy
136706683,7.4,Drama
14564027,6.9,Horror
12090735,6.3,Horror
12534961,5.3,Horror
810455,6.4,Drama
7000000,5.4,Adventure
12000000,6.7,Adventure
1300000,6.7,Adventure
19412993,4.8,Action
330444045,6.6,Comedy
7390108,7.9,Crime
13700000,5.7,Comedy
35000000,4.2,Comedy
110000000,7.4,Drama
90383208,5.6,Fantasy
55707411,7,Drama
13555988,6,Family
264105545,5.6,Action
39459427,6.4,Fantasy
48814909,7,Drama
33463969,5.4,Thriller
116019547,6.3,Adventure
96085477,5.7,Science Fiction
36779296,5.5,Drama
345141403,6.2,Family
183611771,5.1,Comedy
7060876,6.8,Drama
248118121,6.9,Science Fiction
213525736,7.2,Adventure
15185241,3.9,Action
215663859,5.9,Action
8613462,6.5,Action
20345361,6,Action
49230280,7.1,Comedy
191185897,6.2,Action
5849647,7.1,Animation
43848069,7,Crime
161001698,6.7,Drama
3468572,6.7,Drama
45833132,6.5,Comedy
83557872,7.7,Thriller
21032267,5.1,Comedy
152500343,6.8,Comedy
73180723,5.3,Comedy
169327687,7.2,Adventure
374111707,6.1,Comedy
80049764,7,Drama
12008642,6.4,Horror
8524534,6.6,Drama
429632142,7.5,Adventure
5164404,6.4,Drama
212000000,6.1,Comedy
71868327,7.3,Action
33000337,4.6,Thriller
34566746,6.9,Drama
207515725,6.9,Thriller
8279017,6.6,Drama
2585639,7,Crime
57059003,6.2,Comedy
25196249,5.8,Comedy
129795554,6.8,Drama
7900000,6.5,Action
2347000,6.7,Crime
25000000,6.6,War
18195610,5.8,Action
91038276,6.3,Drama
779137,6.8,Comedy
29400000,6.6,Crime
2853801,7.1,Drama
22697691,5.4,Drama
18899204,6.5,Comedy
13276953,5.7,Crime
94728529,5.4,Comedy
3818452,6.7,Comedy
3221568,7.3,Comedy
4278150,6.3,Action
299965036,6.1,Action
316360478,6.8,Action
1700000,5.9,Drama
31623833,6.7,Drama
14000,6,Science Fiction
2413427,6.4,Horror
10348437,4.4,Comedy
50504655,7.4,Comedy
22238696,7.3,Drama
23509382,5.5,Comedy
29400000,7.3,Horror
5262047,5.5,Drama
183700,5.8,Romance
4215859,6.1,Comedy
1083282,5.5,Comedy
1749956,7,Fantasy
25893810,6.6,Action
14375181,4.3,Action
51881013,3.5,Adventure
4916871,2.7,Action
12396383,6.1,Drama
34377585,5.3,Comedy
32222567,6.8,Horror
9868521,5.2,Comedy
42721196,5.5,Fantasy
17336370,5.1,Action
3769990,6.8,Horror
3832228,5.2,Action
10424470,5.3,Comedy
12854953,7.8,Drama
351692268,6.4,Crime
19351569,5.4,Comedy
44460850,6.6,Science Fiction
65754228,6.4,Drama
5409517,4.2,Adventure
18720175,5.8,Action
147845033,5.8,Action
2070806,6.5,Comedy
56359980,5.7,Action
637769,5.8,Comedy
11000000,6,Crime
2510433,6.4,Action
343786,5.4,Comedy
15473333,6.5,Drama
10400000,7.3,Drama
11000000,5.9,Science Fiction
16853487,5.4,Action
30102717,5.3,Thriller
45000000,5.7,Comedy
7434726,6.1,Action
1246141,4.5,Comedy
35419397,6.5,Comedy
4557214,5.8,Action
8620929,6.8,Crime
15445131,6.6,Drama
14560084,6.7,Mystery
8143225,5,Action
22642033,5.5,Comedy
43008075,6.4,Crime
3412497,5.3,Horror
96976270,7.2,War
79958599,5.3,Action
39723096,8.1,Mystery
147934180,5.5,Action
23430766,4.9,Comedy
28008462,6.2,Drama
20908467,7.6,Drama
105178561,6.1,Crime
83282296,7.4,Crime
68411275,6,Adventure
852206,7.3,Crime
281929795,6.6,Comedy
30987695,5.5,Mystery
236185,6.7,Crime
39438674,4.7,Adventure
32395,0,Romance
65884703,8,Action
54744738,4.5,Action
10372291,4.1,Comedy
433013274,6,Adventure
71000000,6.7,Drama
16519460,5.8,Fantasy
29712172,6.9,Comedy
22773535,6.6,Drama
1703282,7,Comedy
23202444,6.5,Music
22228000,6.9,Drama
24689703,6.5,Comedy
136400000,6.6,Drama
460226,7.7,Drama
117487473,6.6,Adventure
1079726,5.8,Comedy
29700000,5.5,Drama
484409218,7.3,Adventure
179213434,7.4,Drama
449220945,6.6,History
754935,5.4,Comedy
39071603,6.3,Comedy
179033791,6.2,Action
34604000,7.4,Thriller
4905000,7.4,Western
5800000,7.6,Western
18782400,6.4,Crime
57915972,6,Crime
20000000,7.2,Action
3225000,7,War
84772742,4.6,Action
512451,6.1,Drama
98376292,5.7,Action
147080413,6.1,Action
24911670,6.7,War
83531958,6.9,Action
27900000,6.2,Action
57138719,5.8,Crime
5000000,6.1,Horror
177200000,6.9,Comedy
186053725,6.7,Animation
274703340,5.7,Adventure
176104344,4.9,Comedy
207283925,6.6,Action
235926552,6.8,Drama
29381649,7.3,Crime
16929123,6.6,Drama
5471376,6.5,Documentary
93375151,5,Comedy
64437847,6.4,Action
141220678,5.4,Comedy
940944,4.2,Crime
72179579,6.2,Comedy
28078073,5.4,Action
3077361,4.1,Action
6600000,6,Adventure
1450000,6.5,Horror
8000000,7.4,Western
2735731,7,Thriller
8362969,6.5,Action
21134374,6.1,Action
3100000,7.4,Drama
8200000,6.8,Drama
10400000,6.9,Adventure
25754284,6.4,Action
17374595,6.2,Science Fiction
85000000,7.4,Action
85131830,5.9,Adventure
141774679,6.2,Comedy
71069884,6.7,Action
480811,6.7,Crime
5476060,6.3,Action
21268532,7.5,Documentary
13651656,5,Animation
5979011,5.5,Drama
18869631,5.9,Action
8083123,6.9,Action
670774,6.9,Thriller
960040,6.2,Thriller
14681192,4.5,Comedy
9797098,5.3,Horror
3184348,5.9,Action
57041866,6.5,Comedy
15122000,5.1,Comedy
51684798,6.4,Comedy
8247943,6.3,Horror
784990,5.3,Drama
115860,7,Drama
12277096,4.3,Comedy
8674093,6.3,Drama
171504781,5.7,Drama
46616067,6.6,Action
288752301,6.5,Comedy
13167232,5.9,Action
3813293,5,Comedy
16262415,5.8,Comedy
12706478,5.9,Mystery
42039085,7,Crime
5596267,6.1,Fantasy
28202109,4.9,Comedy
3527636,5.7,Action
17514553,6.1,Drama
17637950,6.6,Crime
43455230,6.4,Comedy
7399763,5.6,Horror
6436211,5.1,Comedy
1189315,5.8,Comedy
84460846,7,Animation
22433275,6.1,Comedy
13854000,5.3,Comedy
6264058,4.9,Drama
7242035,5.6,Action
3587303,7,Comedy
1893139,5.7,Drama
34994648,5.8,Action
9205924,5.8,Comedy
14237000,7.3,Comedy
20659423,6.9,Family
187349,6.2,Drama
2835116,7.4,Drama
331000,5.7,Comedy
8892589,4.8,Drama
19595031,6.2,Horror
29300000,6.7,Action
21630088,5.5,Comedy
40697761,6.4,Comedy
1791328,5.9,Romance
4594452,5.6,Action
3790493,5.5,Comedy
13008928,7.1,Action
4865997,7,Comedy
216614388,5.7,Comedy
808114,5.7,Horror
74134790,6,Fantasy
10499694,5.5,Action
6500000,6.1,Action
117463,5.9,Comedy
40485039,6.7,Adventure
45892212,6.2,Action
19131000,5.9,Drama
2692037,6.2,Action
18671317,6.8,Drama
10166459,4.9,Action
19738015,5.6,Drama
8125592,5.4,Action
28890240,6,Comedy
3916303,5.5,Music
4786789,6.6,Drama
7754571,5.7,Comedy
12195695,5.4,Action
2420917,5.9,War
2777280,5.4,Drama
60864870,5.7,Comedy
20047604,6.4,Action
7237794,6.1,Crime
78247647,5.5,Action
14697005,6.3,Action
15704614,6,Adventure
793775,5.6,Adventure
22099847,6.2,Action
296000000,5.8,Comedy
3960327,5.5,Comedy
49797148,6.7,Comedy
1145404,7.2,Romance
15942628,5,Adventure
16093651,5.6,Action
4192440,4.9,Action
368780809,5.7,Adventure
15250000,6.8,Crime
362211740,5.6,Thriller
99000,7.4,Crime
1443067,6.6,Comedy
295206,6.4,Comedy
192816,4.6,Horror
30050028,6.3,Action
3169719,4.1,Comedy
8800000,5.8,Drama
110879513,6.7,Drama
46908987,6.4,Crime
12065892,4.7,Comedy
16554699,5.5,Thriller
401421,4.9,Comedy
1519796,5.8,Horror
63408614,6.1,Action
9114702,6,Action
40590000,6,Comedy
71079915,5.9,Action
79258538,6.6,Comedy
725131,6,Comedy
14278900,6.1,Adventure
25928721,6.5,Music
100544,6.9,Drama
49501,6.8,Comedy
35402320,5.8,Thriller
165335153,6.5,Comedy
347325802,6.4,Action
20424259,6.9,Comedy
6950125,5.7,Comedy
31678778,6.3,Drama
8091910,7.3,Action
19853892,6.7,Mystery
70687344,6.1,Action
287553595,6,Comedy
13596911,6,Adventure
13678913,5.7,Action
1051948,5.6,Comedy
373967,6.2,Horror
62112895,5.6,Drama
85498534,6,Adventure
33788161,6.4,Comedy
14010832,4.8,Action
19693891,4.8,Drama
850225,6,Drama
688510,7.1,Comedy
4574762,5.8,Comedy
59217789,6.1,Horror
16017403,5.8,Drama
261603,5,Comedy
4790926,5.9,Comedy
27053815,5.2,Action
16991902,6,Music
1667192,6.7,Drama
23619609,5.4,Drama
40222729,6.3,Comedy
251058,7,Comedy
8493890,6.3,Action
5271666,3.4,Drama
104876233,7.3,Action
2402459,5.6,Comedy
2452566,6.2,Documentary
2689068,6.7,Drama
6000000,5.5,Comedy
60000000,7,Action
6800000,6.9,Action
10600000,6.5,Crime
5000000,7.3,Comedy
9697739,5.8,Family
100020092,6,Thriller
24185781,6.5,Drama
60780981,6.1,Comedy
36642838,6.3,Mystery
17292381,5.4,Comedy
77516304,6.6,Comedy
7206220,6.8,Drama
37121708,7.1,Crime
12000000,7,Horror
41675194,6.5,Action
67182787,7.2,Drama
67631903,6.2,Action
23978402,4.1,Action
14681661,7.6,Action
20117339,7.7,Thriller
7316658,4.3,Action
35976000,7.4,Action
83304330,7.4,Drama
74558115,6.6,Horror
27642707,7,Action
35743308,6.5,Comedy
3176880,7.6,Animation
50315140,7.1,Drama
1270522,7.7,Fantasy
54249294,5.4,Mystery
562816256,7.5,Animation
72700000,5.7,Action
490475,6.9,Drama
141069860,5.7,Comedy
10229331,5.3,Action
976475550,7.5,Adventure
2025238,6,Comedy
14782676,5.8,Comedy
143049560,6.8,Action
6459020,7.2,Fantasy
52223306,6.9,Drama
14056528,6,Action
390659,6.3,Action
1258000,6.8,Drama
31899000,6.8,Horror
21202829,6,Drama
16647800,6.1,Action
27107960,6.1,Science Fiction
46236000,6.7,Action
7496681,5.5,Adventure
26414658,6.6,Drama
12232628,5.5,Action
67642693,6.5,Action
91753202,6,Action
450717150,7.2,Thriller
25100000,6.3,Comedy
173921954,7.8,Comedy
66468332,5.5,Comedy
203388341,6.5,Drama
71441250,7.4,Comedy
5778353,5,Action
10500000,5,Action
16500000,5.1,Adventure
300859,6.1,Family
31155435,6.4,Comedy
80936232,5.6,Action
871368364,8,Adventure
37317558,6.6,Drama
313542341,7.7,Drama
396003,5.8,Drama
9000000,8.1,Drama
87713825,6.7,Drama
172989651,7.2,Action
741394,6.1,Drama
30400000,6.2,Music
87754044,6.8,Drama
92542418,7.2,Drama
44909486,6.6,Drama
76382,5,Drama
70752904,6.6,Adventure
153518974,5.8,Thriller
1155000,5.5,Drama
14110013,6.5,Fantasy
100000000,5.8,Adventure
760883,6.2,Animation
8894289,6,Thriller
4400000,5.7,Drama
4865000,3.3,Comedy
78868508,6.5,Thriller
10219460,6.3,Science Fiction
63513743,6.8,Drama
81600000,6.9,Comedy
4385312,6.3,Drama
4300000,6.2,Western
75395048,7.3,Action
55157539,6.1,Drama
41227069,7.5,Drama
95789342,6.8,Animation
22030000,5.1,Comedy
11129057,6.4,Drama
6413915,5.4,Comedy
939423,0,Action
52970014,5.6,Comedy
78382433,5.5,Action
16671505,5.8,Action
11000000,4.4,Comedy
53579269,5.8,Comedy
32416586,7.1,Comedy
61141030,4.7,Action
32287044,5.9,Drama
102244770,7,Drama
109862682,6.1,Adventure
18492362,6.6,Comedy
44456478,6.2,Drama
11715321,6.3,Action
52322400,6.2,Drama
45479110,5.5,Drama
2106838,4.4,Action
35323292,7,Comedy
19104350,6,Comedy
114660784,6.7,Action
32710894,6.1,Fantasy
21355893,5.1,Drama
71368,4.4,Fantasy
2948386,7.7,Drama
25482931,5.9,Action
123729176,5.8,Science Fiction
2506446,4.8,Comedy
1494399,7,Drama
1030938,6.6,Mystery
4059673,7.2,Drama
6000000,5.1,Action
3484331,6.5,Action
15934737,6.4,Action
15795189,6.6,Western
18971000,4.4,Adventure
41687243,6.3,Fantasy
383257136,7.1,Animation
102984862,6.4,Horror
77741732,5.3,Action
10013424,5.9,Comedy
33616692,7.3,Drama
17233166,5.5,Romance
35856053,6.5,Drama
43995918,6.3,Comedy
66132626,5.1,Action
126737428,6.8,Action
5678950,4.4,Action
101300000,6.7,Comedy
5010362,6.2,Comedy
155010032,6.3,Fantasy
38793283,4.9,Adventure
196397415,6.6,Crime
75597042,6.5,Drama
9801375,7.2,Drama
46352,6.5,Comedy
3333306,5.1,Comedy
63781810,6.1,Drama
38275483,5.9,Comedy
96568,8,Crime
28000000,7.1,Drama
94935764,5.9,Action
13110448,7,Drama
68696770,5.3,Romance
3646994,6,Drama
705308,6.1,Drama
368744044,6.2,Comedy
16000000,6.4,Action
39404261,5.5,Fantasy
5000000,6.4,Fantasy
56714147,6,Crime
165333180,5.3,Action
15705007,6,Mystery
1347988,7.8,Drama
16951798,4.5,Horror
16872671,5.7,Comedy
676698,7,Crime
14904,5.3,Drama
1304192,5.7,Drama
27575086,5.3,Comedy
5546827,5.5,Fantasy
19319254,5.4,Drama
10364904,5.5,Crime
821708551,6.8,Fantasy
6266621,6.4,Drama
34793160,6.5,Action
119137784,6.3,Thriller
1008404,5.6,Drama
2451545,6.6,Romance
129000000,6.6,Drama
649398328,6.4,Adventure
416925,6.8,Drama
321952,7.9,Documentary
51801187,6.2,Drama
113714830,6.8,Crime
122563539,7.4,Western
2000000,6.8,Comedy
193000000,5.9,Thriller
41604473,5.5,Action
14356479,6.2,Action
65977295,5.4,Action
3786801,6.3,Fantasy
214034224,7.3,Action
275650703,5.4,Mystery
77628265,5.8,Drama
12000000,7.2,Action
3900000,6.1,Science Fiction
5400000,7.1,Western
3206713,7.3,Drama
145771527,7.1,Animation
358372926,7.1,Action
171269535,5.6,Comedy
4186931,6.3,Comedy
441818803,6.1,Action
11411644,5.6,Animation
33082548,5.4,Family
43061982,6,Adventure
181001478,7.3,Thriller
12918858,3.9,Drama
22000000,5.6,Mystery
83305,8,Drama
37664855,4.5,Horror
2628241,6.6,Drama
35168966,6.1,Drama
